CellReference,OS_ID,Prolific_ID,Age,GenderWORD,GenderNUM,Occupation,HighestEducationLevelTEXT,OtherIfApplicable,HighestEducationLevelTEXT2,HighestEducationLevelNUM,CompExpertiseText,CompExpertiseNUM,GEN_ATTITUDE_REVERSED,NR1,NR2,NR3,NR4,NR5,NR6,NR7,NR8,NR9,NR10,NR11,NR12,NR13,NR14,NR15,NR16,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,GENERALATTUNREVERSED,N9,N13,P13,N14,N15,P14,N16,P15,P16,P9,P10,N10,N11,P11,N12,P12,N1,P5,N5,P6,N6,P7,N7,N8,P8,P1,N2,P2,N3,P3,N4,P4,COMFORTABLENESS,Scom1,Scom2,Scom3,Scom4,Scom5,Scom6,Scom7,Scom8,Scom9,Scom10,Scom11,Scom12,Scom13,Scom14,Scom15,Scom16,Scom17,Scom18,Scom19,Scom20,Scom21,Scom22,Scom23,Scom24,Scom25,Scom26,Scom27,Scom28,Scom29,Scom30,Scom31,Scom32,Scom33,Scom34,Scom35,Scom36,Scom37,Scom38,Scom39,Scom40,Scom41,Scom42,CAPABILITY,Scap1,Scap2,Scap3,Scap4,Scap5,Scap6,Scap7,Scap8,Scap9,Scap10,Scap11,Scap12,Scap13,Scap14,Scap15,Scap16,Scap17,Scap18,Scap19,Scap20,Scap21,Scap22,Scap23,Scap24,Scap25,Scap26,Scap27,Scap28,Scap29,Scap30,Scap31,Scap32,Scap33,Scap34,Scap35,Scap36,Scap37,Scap38,Scap39,Scap40,Scap41,Scap42,TECHREADYUNREVERSED,TR1,TR2,TR3,TR4,TR5,TR6,TR7,TR8,TR9,TR10,TR11,TR12,TR13,TR14,TR15,TR16,TR17,TR18,TECHREADYREVERSED,TR1Innov,TR2Innov,TR3Innov,TR4Innov,TR5Opt,TR6Opt,TR7Opt,TR8Opt,TR9Discomf,TR10Discomf,TR11Discomf,TR12Discomf,TR13Insec,TR14Insec,TR15Insec,TR16Insec,TR17Insec,TR18Insec,END_TRI_REV,OpenComments,StartDate,CompletionDate,OVERALLS_Hereafter,PosGENATT,NegGENATT,ComfAIbigDataAutomation,ComfAIHumanJudg,CapAIforBigData,CapAIHumanJudg,TRI_INNOV,TRI_OPT,TRI_DISCOMF,TRI_INSEC
11.0,475005-474996-46947565,removed_to_protect_anonymity,30.0,Male,0.0,Writer,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4.0,Considerable IT expertise short of full professional qualifications,5.0,,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,,1.0,1.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,5.0,1.0,5.0,4.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,,,2019-05-09 09:50:26 UTC,2019-05-09 10:00:36 UTC,,3.916666667,3.0,4.461538461538462,4.4,5.0,4.153846153846154,3.75,5.0,4.5,4.166666667
12.0,475005-474996-46947275,removed_to_protect_anonymity,26.0,Female,1.0,NA,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4.0,User of specialist applications but not an IT specialist,4.0,,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,,2.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2019-05-09 09:45:13 UTC,2019-05-09 10:00:46 UTC,,3.333333333,2.0,2.6923076923076925,1.3,2.25,1.3846153846153846,3.75,2.75,2.75,1.0
13.0,475005-474996-46947608,removed_to_protect_anonymity,47.0,female,1.0,civil servant,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4.0,"Average computer user, using the internet, standard applications etc.",3.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,,4.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,,3.0,1.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,4.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,"No comments, thanks.",2019-05-09 09:50:59 UTC,2019-05-09 10:00:52 UTC,,3.0,1.0,3.8461538461538463,3.7,5.0,3.769230769230769,2.0,1.75,1.0,1.333333333
14.0,475005-474996-46947539,removed_to_protect_anonymity,42.0,Male,0.0,Transport manager,A-level or equivalent,NA,A-level or equivalent,3.0,Considerable IT expertise short of full professional qualifications,5.0,,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,,3.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,1.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,,2.0,1.0,5.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,5.0,4.0,2.0,4.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,,Enjoyed this form of survey.,2019-05-09 09:49:58 UTC,2019-05-09 10:01:08 UTC,,3.666666667,3.0,3.230769230769231,2.4,3.25,2.1538461538461537,5.0,4.75,3.0,3.166666667
15.0,475005-474996-46947587,removed_to_protect_anonymity,28.0,Male,0.0,Self employed,A-level or equivalent,NA,A-level or equivalent,3.0,User of specialist applications but not an IT specialist,4.0,,5.0,5.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,,4.0,1.0,5.0,2.0,5.0,4.0,1.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,4.0,1.0,2.0,5.0,4.0,2.0,5.0,,5.0,2.0,5.0,2.0,1.0,3.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,5.0,4.0,5.0,5.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,5.0,4.0,1.0,4.0,,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,1.0,1.0,5.0,2.0,5.0,4.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,1.0,3.0,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,,,2019-05-09 09:50:43 UTC,2019-05-09 10:01:17 UTC,,4.583333333,3.25,4.076923076923077,2.9,4.375,2.0,4.5,5.0,4.5,3.666666667
16.0,475005-474996-46947293,removed_to_protect_anonymity,29.0,F,1.0,Office Manager,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4.0,Considerable IT expertise short of full professional qualifications,5.0,,3.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,,5.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,5.0,1.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,1.0,3.0,,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,5.0,5.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,2.0,3.0,,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,3.0,,,2019-05-09 09:45:26 UTC,2019-05-09 10:01:26 UTC,,3.666666667,3.25,3.4615384615384617,2.0,3.625,1.6153846153846154,3.75,4.0,2.5,2.5
17.0,475005-474996-46947197,removed_to_protect_anonymity,26.0,Male,0.0,Nurse,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4.0,User of specialist applications but not an IT specialist,4.0,,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,4.0,,1.0,3.0,3.0,1.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,,5.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,,3.0,2.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,2.0,5.0,4.0,2.0,5.0,,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,,,2019-05-09 09:43:53 UTC,2019-05-09 10:01:49 UTC,,4.416666667,3.5,4.769230769230769,3.9,4.625,3.5384615384615383,4.5,4.75,3.75,3.166666667
18.0,475005-474996-46947160,removed_to_protect_anonymity,24.0,Female,1.0,Unemployed,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4.0,User of specialist applications but not an IT specialist,4.0,,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0,,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,,4.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,1.0,2.0,,3.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,5.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,1.0,4.0,,1.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,5.0,5.0,,1.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,,Great survey to give insight into the capabilities of artificial intelligence,2019-05-09 09:43:20 UTC,2019-05-09 10:01:57 UTC,,3.5,3.375,4.3076923076923075,1.6,4.75,1.8461538461538463,3.25,4.25,3.0,2.166666667
19.0,475005-474996-46947825,removed_to_protect_anonymity,28.0,Male,0.0,Security,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4.0,Considerable IT expertise short of full professional qualifications,5.0,,5.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,,4.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,,2.0,1.0,5.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,4.0,1.0,5.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,,,2019-05-09 09:54:24 UTC,2019-05-09 10:02:06 UTC,,3.333333333,3.875,4.153846153846154,3.0,2.5,2.3846153846153846,4.25,3.75,3.25,4.5
20.0,475005-474996-46947618,removed_to_protect_anonymity,32.0,Male,0.0,Caretaker,GCSE or equivalent,NA,GCSE or equivalent,2.0,"Average computer user, using the internet, standard applications etc.",3.0,,4.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,1.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,1.0,,4.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,1.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,,5.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,5.0,5.0,4.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,,5.0,1.0,5.0,1.0,1.0,5.0,5.0,3.0,3.0,5.0,5.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,1.0,5.0,5.0,1.0,5.0,,5.0,5.0,5.0,5.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,,5.0,5.0,5.0,5.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,,,2019-05-09 09:51:06 UTC,2019-05-09 10:02:37 UTC,,3.0,3.0,4.3076923076923075,2.4,5.0,2.5384615384615383,5.0,2.75,1.5,3.166666667
21.0,475005-474996-46947655,removed_to_protect_anonymity,27.0,Male,0.0,Sales Advisor,A-level or equivalent,NA,A-level or equivalent,3.0,User of specialist applications but not an IT specialist,4.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,,2.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,,4.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,5.0,2.0,4.0,1.0,4.0,3.0,2.0,4.0,1.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,5.0,2.0,3.0,,2.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,4.0,1.0,2.0,2.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,,"AI definitely has potential, but we need to be careful as it could be very harmful in the wrong hands",2019-05-09 09:51:47 UTC,2019-05-09 10:02:40 UTC,,3.166666667,3.375,4.230769230769231,2.1,3.625,1.9230769230769231,3.75,4.25,3.5,3.166666667
22.0,475005-474996-46947307,removed_to_protect_anonymity,52.0,MALE,0.0,NA,Master’s degree or equivalent,NA,Master’s degree or equivalent,5.0,"Average computer user, using the internet, standard applications etc.",3.0,,2.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,1.0,4.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,1.0,5.0,,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,,2.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,,2.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,3.0,,"Think my results should indicate that I'm pretty much in favour of AI in many areas, but then again most AI is influenced by intial human input ;-)",2019-05-09 09:45:42 UTC,2019-05-09 10:03:07 UTC,,3.5,2.625,4.615384615384615,3.6,4.375,3.230769230769231,3.25,4.75,2.75,3.833333333
23.0,475005-474996-46947646,removed_to_protect_anonymity,30.0,Make,0.0,IT,"A-level or equivalent,Other",Professional Cert,"A-level or equivalent,Other: Professional Cert",4.0,Professionally qualified computer scientist or IT specialist,6.0,,5.0,5.0,4.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,5.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,1.0,5.0,5.0,,1.0,1.0,4.0,2.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,1.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,3.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,,,2019-05-09 09:51:33 UTC,2019-05-09 10:03:48 UTC,,4.5,3.125,5.0,5.0,4.875,3.3076923076923075,5.0,5.0,3.75,3.5
